user,text
"nthngprsnl","bummed AND i can't sleep  fml"
"HappyCassie","I dun feel goood. My tummy hurtz "
"MiBrenzink","@nick_carter Stop letting us jealous! hahaha Just because i cant go "
"whapah","@rockstar203  Do you really mean that?"
"karnblack","Not playing Magic because someone didn't want me to put a Flame Jab and a Cruel Ultimatum under a Spellweaver Helix. "
"diminished7th","Why did I stay up so late? Must wake early "
"The_Leedog","No sleep. Nothing is closing my eyes. "
"cmossmtlien","I got 666 followers  Dat Last person dat Followed must be a Demon Lmao j/p"
"gomelissago","Just realized my night of movies I wanna watch and a bottle of wine has turned into rubbing alcholo fumes and endless Harry Potter "
"zixpk","Forget about what I said about feeling better  I think I have pink eye now."
"lindsayomigod","is in one of the worst moods ever "
"onthe222","@Ph0enixfire eeekkk damn bro... i wouldve stayed if i knew that. ha. sorry hon. "
"jennimarkham","Not feeling well, at all, rotten head cold. "
"autumngirl82","Off to bed.  Gotta get up early tomorrow "
"adreeeeeuh","@NicLinkletter sorry about the adding thing my phone was on the fritz and kept unfollowing you! "
"MelissaPGallery","my phone is MIA "
"CrystalRye","I am alone in this world "
"luvhankook","preparing my kids with their mid term exam problems  not easy job to be a MOM these days.Waiting for my head to explode soon.!!"
"waltribeiro","@RobBlatt Didn't see you at House 2.0  But let's connect soon! @theambershow yes, Jay-Z would join you in Hey Brooklyn. Lucky HIM!"
"hpdrrglover","About to hit the hay. Dreadful day tomorrow! "
"elianarod","Honestly... Now I really really really miss CA. "
"allthesepieces","@mossyrock Ooooh, ice kills my knees.    It's not so much a muscle problem as a joint problem.  But thanks anyway."
"itsthecoolkids","@keithalink It's probably as bad as you guessed! "
"SirenSongTX","@StormClaudi hahaha i totally blipped it for you.. but alas i was late "
"jdot01","Going to bed hungry...  Is my twitter page depressing? lol"
"JamieElizabeth3","Rummicube just started and I haven't put anything down     http://twitpic.com/3ky2m"
"DeterminationD","@anna0116   yeah i do."
"hillzy","Hoping my camera isn't broken "
"rabbieburns","250km to go. Torture. And iPhone almost dead   http://tinyurl.com/crtkd8"
"youngJFK","@katiep68 @3rika Might have to make the next Taco Sunday. Got a story to finish and tonight's not looking too promising "
"farmgal_89","Needs 2 be with her baby ...... "
"BasketKace","@alwayscandace @thephotogirl She's always so mean to me "
"Liamjordan","@decryption I have a Locke figurine with him standing on the hatch, mine doesn't light up though "
"woodfall","@srslylily but it's cold. "
"coolpadhu","watching Chinese GP...only on TV "
"magicalspirit","@cutebug  I'm sorry. I hope you feel better later."
"tiffanychee","@thenak omg steak on the side is better than rare steak. grr. they close at 10pm here, we aint in LA. "
"Japh","@tealou frustrating, huh... even when you're &quot;having a break&quot; you still need to download patches  "
"theemmyawards","@x0heathercee0x rofl sheep are to conventional; rubber duckies are better!! actually, i would rather count the days till T.I. is out  &lt;3"
"MissLaura317","@januarycrimson I don't want to go to bed  I want to talk to you &amp; the other KBitches! Rawr. Stupid sleep calling me...!"
"ellenvmt","Saw nikki reed... @selenagomez where are you?? "
"HappyCassie","Laying on my grandmas bed, I'm about to fall asleep "
"littleplague","i think... i just screwed up horribly bad.. "
"HeatherHester","@glove ... Hey there! Just wondering if you'll be coming back to AZ soon? I came down with the flu &amp; missed the last Tempe,AZ show "
"iPHAIL","I'm tired and I want one of Rose's kittens.  Why must you be 1,600 miles away from meeeeeeee "
"francis_adriana","@nick_carter Another night that I going to bed very sad because you don't twitte me! "
"BMetrick13","Home, tired, but had a gooooood night. Loving awkward prom dates XD AND OMFG I MISS NIKKI "
"siriuslyheather","Mister Cursor got me crying!  but have stopped now."
"alexggordon","@kelseann @charlieunger hey imma gunna head to bed  im pooped chuck get some work done ck, i'll tty tommorow"
"iStupidx","Rt @LilTanLines I know I'm Special... hahaha But the fucking Special Olympics won't let me compete in their events. "
"lolakissesxo","I can't eat Zaxby's anymore... too much acid reflux "
"Deisyfo","@nick_carter Yes..!!!  I wish I will be in LA... So you should come with me ;) ..! what you think?"
"fallinginlovee","My cat is trying to sit on my laptop "
"poppitsherface","Yeah, I know, what a freak! But it's raining and pouring out "
"walkitwalkit","I just broke my camera. Bye, old friend "
"fenrisulfr","@abby oh god, don't tempt me "
"Sportnlife","I think I'm catching a cold  even though it's 70 degrees outside"
"thegrandsocial","Just got stuck backstage at the killers, my camera is fkuked "
"briancrowley","tomorrow's the final show "
"milliestafford","if freaking the fuck out! way to many assignments due!!! "
"Geekdom","@Urban_Lindsay Sorry, I had my tweets off on my phone  where were you guys?"
"krazimonkey8","Doctor said I'll fee like shit for 4 more weeks. I'm tired of this crap! My throat hurts so bad!   Someone make me feel better. Pllleaase?"
"purpleterp","@toyotaboy boo  I told you it would be too long...we gotta do more often, shorter ones!"
"jobot121","just got back from a rather disappointing UFC main event "
"michellecpa","OK, battery dying and 2 hrs away from home, so I'm gonna have to say Knighty Knight everyone! Prob gonna miss boys tweets. "
"cbuenavista","@XtineSamonte Get'em girrrl. Sorry I can't make it. "
"kyoko_f","Watching &quot;Casino Royale&quot; (blu-ray), I cannot tell how better the pic quality is...  Sad "
"almostsk8","feeling like ish! "
"ChelzsoRoyaL","@xxJAZxx I kno "
"tooshie","@JMMARob I feel your pain on the sports team. I have the same issue. "
"semasemz","Hating how both the guys I like are also liked by two of my best friends  I'll never catch a break."
"airwynnglass","Feeling just a wee bit bummed that I don't live in L.A.  "
"ziggy_homicide","I'm super disappointed in myself  i bit off all my pretty nails"
"BreeSymone","@Kila21 CHI TOWN ALL DAY MY NIGGA!!!! Livin in wack ass Cali! "
"paulinasb","in the house of maca , please honey call me "
"egocentric69","Doing HW- Writin an essay. "
"sbh27","went to hooters took Alec an Hunter sorry didnt get tour message Lue until now   ....Going to bed that what Liddell gets"
"Pr3ttiLadi","i'm sleepy and still at this party  Best.U.Ever.Had"
"Ashtonpalileo","Long day at work.  oh well... Got some money."
"missingbits","this is NOT me http://missingbits.com/ wish it was but NO waaa "
"webmaster_paul","Grr, I don't think my phone can handle Twitter.    Its an old Samsung flip phone, standard txt msg, no internet, dino-tech.  lol"
"sewnshut","im gonna miss trini so much when she leaves for the philippines in the morning "
"Deisyfo","@nick_carter Yes..!!!  I wish I was in LA... So you should come with me ;) ..! what you think?"
"missaiello","I can't believe chuck lidell lost  going to have drinks at the yardhouse now."
"technocabaret","dear Jesus please don't let me to blind "
"jorjepapas","@pickles12 too latee  #asot400"
"KatyGoldstein","I hate that living in L.A. and being surrounded by perfect noses and huge breasts has caused me to question my own beauty. "
"steftempleton","Hard to leave good friends when you only see them once every few months. "
"karaschneider","getting ready for bed after a long night of not feeling well "
"KEdmondson","PUSH sucked!!  UGH... I think I actually just threw-up in my mouth....Bleh  "
"GeorgiaPrincez","My feet hurt "
"naduce","@AndieApolinario mr s no longer has fb "
"MiaMcK","lmao &quot;that's my biiiiiitch&quot; @sheistheb wish I was there "
"anthonylewry","@KELLY__ROWLAND I haven't noticed a twit from you all day...kinda upset by that thought "
"omi5280"," does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies..."
"jUS_TiFF","@sandradictation  but he's soooooooo cute. ima catch a case "
"TLM26","@MarathonMaritza they are all the size of tic tacs...no Latin luvas "
"suzieqtx81","having trouble sleeping tonight for some reason. "
"noelee","@catmcc tried to call you from the farmer's market today so you could hear some cool music but didn't have your # on my cell phone "
"Zipsta","Anyone else having issues with the latest Tweetdeck patch. I'm having trouble with profiles and links - keeps crashing "
"jkaine11","@MussoMitchel lol not me  i live way to far away from there. haha."
"ShapHero","@JodieBecks that suckss i was at the monster truck rally  haha  n i took robbies cell by accident also lolllll im the worst"
"iBrocolli","@linkismyhero Last one I completed was Uncharted on PS3. Platinum Trophy, yay me! I lack Platinum Trophy for LittleBigPlanet, though... "
"RMelson3","@pana82 If I send you a message you won't read it, anyway.  "
"nashz93","it's hard to be productive when your ass is badly kicked by flu meds and the rerun of F1 qualifications is on "
"megaan_","@Ricky1782 yes it was a killer. never cried so much in my life "
"joycescapade","Oi Screamyx, I want my speed back! Watching Youtube lehhh... "
"BrianAnthony80","@thejessicadrake YOUR WELCOME!! Even though I dont have cable. Sorry Im missing it I dont watch much TV. So So Sorry 4 missing it "
"ladygagaluver","had to say goodbye to her today "
"btrflymp","@toriNdeanNlove  sorry I missed it. Just finished Mommywood about 10 min ago. Loved it!"
"Gamalyel","back from mj and lucas' stag &amp; doe, didn't win a thing "
"Jalin_Gordon","Watching Slaughtered.  Im scared!"
"TJNeonLimelight","@mommytoaprince Yeah, my sis did. We don't have her anymore though.  Been good! Just living life! Whats your name? or a SN I might know?"
"rach210","@Keels_90 yummy  lol my laptoppp is officially dead and untill dad gets off his laptop i cant go on msn  lol"
"coua","can't feel my fingers from plucking all those birds, so that means I wont be online long... "
"boxdog","OK that wasn't really what @restrex said, he just sent me the link. Thanks dude. I feel kind of dirty now I have it. Sorry @atebits "
"ghettoblasters","okay i've had this stomach pain for a good week now. idgi  also pussycat dolls are my new favorite band."
"Ellyyyz","bored outta my brains "
"DixieLuxe","At lure...lost my chanel ring "
"marco_palinar","So the gig on the 21st got cancelled. Apparently someone doesn't want be in the same line up as us. "
"xcbsmith","My nVidia card was giving me fits, so I pulled it. Now my P5E-VM is having a hard time believing it can do 1920x1200. "
"DoctorJLO","had a blast in austin with katie, six and ashley! back in dallas for one more night of texas. tomorrow it's back to pa "
"amykay1","I'm cold...   it's 62 degrees outside and the dang air conditioner is on...WTF?!?"
"HelloPandaBear","@sunburntdoe Most likely on Tuesday or Wednesday  I have a check up on Tuesday at 9 &amp; I don't know how long that's going to take."
"rubymaree","@chelsea_playboy i dont know  BUT ITS FIXED NOW =]"
"CodyMcLovin","Joe and Jon did the butt dance together n I thought I was recording it but I didn't push the button all the way so I didn't get it "
"hyacinthh","is unnecessarily intoxicated and sruff "
"muumuse","thoughts on the new noisettes? i'm missing the crashing drums and screeching vocals "
"jennahhh10","Had a great day overall. Missing my baby to cuddle with until morning. "
"_ELWIS_","uhmmm no video...   Thanks anyway  #ASOT400"
"colocelt","@SarahDownSouth well if you like country music, Josh Turner &quot; Way Down South&quot; no good YouTube to share it "
"blingmstr7","Had an awesome day but can't shake this weird feeling "
"Usbornemom7","just got done watching the saddest movie - The boy in the Striped pajamas "
"StormClaudi","@I_am_Beaker i mean whatevr. sorry itshard to spell. "
"Silvara7","I would imagine it would have to be a high speed handpiece and a diamond or carbide bur.  We don't have high speeds at our ofc or I'd try "
"Not_a_doormat","is hungry, aching and bored  http://plurk.com/p/oxmwg"
"amadisco","cant say the same about &quot;my faraway bride&quot; , i guess any creepy looking american actor will please the south asian crowd. "
"DigitalDaggers","Blazers lost huge.   At least I'm about to eat a good raw steak...got to move past this game and focus on game 2!"
"arieslaydee85","@brianangelday26 yes. To this day "
"mytimetoshine","A Few Good Men is on... it's making me homesick "
"gentilefanclub","BTW electric this monday "
"MzEpiqBeatz","@brianangelday26 YOU HAVE NO IDEA!!!  Thatz what I'm goin thru NOW"
"EllyTaylor","Sleepy again.... "
"canoamnery","@itsKeriBaby is this the real keri hilson?? "
"aleskywalker","Yes!! @Shan223 @nick_carter didnt give me a shout out for my POOH joke!  .. *waits*"
"lovey83","@brianangelday26 yes! And my heart is in oklahoma  it hurts 2b away frm him so much"
"Myd","@vemana hey, nah can't make it this time "
"airwynnglass","Feeling just a wee bit bummed that I don't live in L.A. "
"AeonGotBeats","@MikeyMcFly man, busy day of fun. now just winding down. doing as much as i can to avoid thinking about my PC problem. "
"friendofbeer","@theBeerWench wow, hope life isn't all that bad  remember hops are just around the corner to help make you happy!"
"aworldfullofyou","here we go again. aghhhhh "
"androgynesis","@acrobandit I WILL SHARE WHEN I'M BACK FROM WORK. Sorry. "
"AngelSweety","im very tired, heading to the bed now. alone... "
"iChelz","@souljaboytellem u were right about the fake nicki twitter.lol.uhm.I feel really unloved since u dont reply anymore "
"gentilefanclub","BTW electric chair this monday "
"koukoupuff","is really tired from work &amp; came back to apt to do chores &amp; only to be at work 9:30am for mandatory meeting &amp; then go back to work at 2pm "
"redlimousine","I think my memory card is fucked  at least its not the one for my DSLR I guess"
"RetroRazzle","@hello_jodie unavailable  what song was it?"
"Luckysusu","Playing some sLiNgo and contemplating my work week starting tomorrow "
"Heilmary","oh my poor sweet bubby bear "
"nickwebb7","gave in - oh yes he did "
"peachonice","@ElizabethJoan she looked cute when Shawn first met her at the coffee shop but now I'm on the wedding ep and she's just so drab "
"CHRISdaMANN","Disappointing game 1 at the Rose Garden tonight Blazers "
"Elikapeka","@MadameSoybean  horrific accident half way to 5 in oppos direction, looked like an explosion, smoke plumes fire trucks, trfc stopped"
"eagleandhawk","finally done with die falsche agentin. yeah, it took me like...2 and a half hours. i fail  lol"
"B_Rad24","Ugh. At Coachella and can't find my friends "
"angielaaa","i am so sleepy "
"rachypopsx","is up so early! "
"MariexMarie","i feel sick again; urgh "
"jessixxo6","@melissabux i wish you were with me too "
"LaurynLanders","Anyway, I am going to be super busy tomorrow, so I have to go to bed now if I plan on being up at 7 tomorrow. Yay! "
"BrandeeLeex3","just got home from attempting to go to the club. chelsee passed out before we go in. so we left, no club. got ready for nothing. "
"iemike","@Enduring24 i tweet so much so i dont know what youre agreeing with "
"sperpis","Had to come home from the show because Neal had a belly ache "
"jemappellekim","@neilhimself Do you know if it will play in Melbourne? "
"sweejenn","Omw to Ember wit my girls. I so need a drink now "
"andreakoerber","has to wake up soon but can't sleep! work in 4 hours ... "
"mrs_radioviolet","Kso, i'm scared of the dark. And i just walked matt out to his truck and got scared and he laughed at me.. "
"sbondellio","Missing @harmonyham "
"DevotedDave","Will not be @ decoder ring tonight.  But I get to hang out with Noah tonight so it's not a total fail."
"raizone","hannah montana movie make me cry!! it was awesome even my mom enjoy it!!! OMG what im gonna do without hannah montana "
"sideshowMel","There needs to be better/hotter lingerie for girls with big boobs  Fuck, if I knew how I'd just make them myself."
"justme0107","@brittneysmaila I'll probably dream about you "
"LOPchelle","i hurt all over "
"StormClaudi","@IzzyJ_Is_Here ohhhh ladyyyyy... i wish i could help!!  i send you many many hugs!!!!!!!!!!"
"nahrain","... July when term is over. Everything is up in the air and I can't tell you how pleased I am with all that. Fucking pleased. "
"pinkrose16","is gonna go to bed, alone and wonders who he is going home with? "
"dholden2009","they wre suposed to watch dadnapped some shw with emily osment in it but its not on "
"Babyswags","@themamasphere My sons name is gone  so I have to figure something out for him cause I don't want to use last names."
"evilduckie","no more &quot;House&quot;!  its my favorite show and the main guy is going to work in the white house. wtf??!! that is the most randomest shit ever."
"anniehall33","@tommcfly If only there were no time zones....i only start getting your morning tweets as i go to bed...  Solution: move to the US ;)"
"Quisitali","@EmptyIsAwesome I'm sorry iI missed it "
"paulis777","i'm bored i see my love with other girl "
"iheartwahlberg","@TheReal_KG KG!!!!! I wish you were playing!  But the Celtics will win!!! Give them KG's strength!"
"FrankMcGillis","@AroundTheHorn That championship bout was pretty tactical. . but in a BORING way!! Leites shoulda came out blazing in the 5th!? Depressed "
"Deva09IAME","@UrbanThreshold ohhh i am so jealous i miss city island "
"bpadrelanan","Can this day be anymore hotter?! "
"lilmissck9","going to my brother's taekwondo performance. It's so hooot there..i can't hardly breathe "
"lonelyguy23","saw a girl today! i waved at her, she didnt even notice me "
"EliOConnor","Galaxy tied, Timbers tied, and Sounders lost.. sad night of watching soccer "
"danger_tina","tonight is one of those nights that it will be hard to fall asleep alone  just seems quiet i guess."
"veetoriala3","Sleep...finally!!! Work @ 7am though "
"dri__","@tommcfly baby, upppppp earlyyyyyy a lotttttt. :O give me your breakfast? "
"SupAcooLEX","@julieannepeters Awww I'm sorry to hear that "
"dmilk","playing wow on a saturday night ! "
"taniia_r","@nick_carter coachella?! i want to go sing the cure for me "
"BillZilla","@thinkreferrals oops, ubertwitter doesn't appear to offer search, now that I check, only trending topics. blackbird has neither "
"radiocolin","@katiecupcakes i tried callign it on skype but now its just going straight to voicemail someone must've turned it off "
"cocoachi","@ZombieFarmer  Thats horrible! Is there anything you can put on it?"
"KeyonaVSKeyonce","@chrizzotl awwwwwww  how'd tht hap?!"
"MonikinhaMclean","@nick_carter my boyfriend leave me alone today  I'm here at home and he is at a show.......send me a kissssssssss"
"aprilhill","Wicked was great! Now to bed. Tomorrow is my last day in the city. "
"katblanc","Anyone for studying french on a Saturday night?  http://twitpic.com/3kynu"
"aacerr","@lalaLiiindsey sadness "
"rubluestar192","I love windows vista! but i have to admit i miss my old computer ive had it for over 4 years "
"acityofwonder","headache "
"jose3030","@Aturah i'd really like to visit the new yankee stadium to see it up close and personal.  cant really see it on tv.. "
"xGalviNlx","The NBA Playoffs started =] But today's very first game(Celtics v Bulls) didn't go well for the Celtics "
"ashleebrooke","@FBRInternJess so jealous about the show tonight "
"lilmami7","bored on a Sat nite "
"twitoria","i just had a break down "
"helloalee","pinkberry with sara, wallowing in our self pitty. "
"sj612","@rushad88 yeah you are lucky  sighh. Are you going to dubai anytime soon?"
"lizzaay","I really want to go to the flight of the conchords concert next month, but tickets have been sold out for a while "
"Dogbook","Ruca hurt her knee.  http://apps.facebook.com/dogbook/profile/view/5530715"
"canoamnery","@therealdemi @itsKeriBaby is this the real keri hilson??  can u call me my phone number is (562) 674-6079 u better call"
"SirenSongTX","@StormClaudi nope pretty sure that's me  haha"
"ednitai","fever drains the spunky personalities from my kids "
"vaibhav","imified not working good  #imbot"
"jucsilva","very tired! had the greatest idea to go to Malibu today. I guess I wasn't the only one. It took me about 3hs to get back "
"craftyballerina","@biggreensummer i totally agree... i've been missing friends bdays due to the new different layout "
"Navyderick","Lost my orders to Great Lakes.    "
"ChrisBustamante","Just saw marley and me  that was so sad, I cried"
"qistymatt","He's leaving on a jetplane... "
"anthonylewry","@bcarstensen nah the Aus one doesn't have bluetooth  I'm def getting it now"
"Meaggaberriez","being bored "
"MonikaTomova","http://twitpic.com/3kyrq - more that I made but won't get 2 eat "
"megaan_","awe i have never seen my dad cry at a movie before. that movie was a killer. i would die if i had to do that to one of my dogs. "
"AScarletKiss","i'm icing the knee i fell on.  it hurts like hell.  didn't the entire night, until now.  ugh.  FUCK.  owwwww.  "
"Rakanakle","Checked out the new arcade in Temecula. It sucks. No House of the Dead 3 or Street Fighter "
"ifuseektristan","Back home "
"ninainboise","Little Chuck just died. Think he got too chilled when the heating pad auto shut off while we were gone.   goodbye little guy"
"Sailor_Venus10","@tiamat22580 I need you ti fix my elliptical trainer, it squeaks "
"kennyeng","@sheblondeswede Dangit. I wish I was there "
"flawlessx","Headache! "
"wita","@Zakupilot256 Eww I hate those sounds.  My PS2 sounds like that sometimes, depending on the disc. Yuck."
"VivaLaVics","Guh! SOUNDERS!!!!!!!!! Cant do it without Keller.  I bought some Blue Rams today! Yay! New fishes!"
"dsikora","can't believe how useless Home still is. In the GH space and can't even hook up with people to play with. So lame "
"mellowlee","@AEphotoWPG hee hee!  Yes, I shall try to keep it together. Dang, I wonder what is going on with The Killers. They are lates "
"FOOFOOx33","I need to figure out stuff! I'm so frustrated "
"pasblondie","Wishin i was near California so i couldve gone to Coachella yesterday and Fri "
"Dannaca_Lynn","I'm assuming &quot;getting use 2 braces&quot; means waiting for scar tissue to form around the inside of my lips and cheeks so I can sleep at night "
"cupcaker","my laptop has a virus i think "
"Triggerpad","cannot find my microphone cable "
"keepthefaith_x","is tired "
"RoseStack","@TeearnSTACK whhaaat? you got dumped? thats so gay "
"buscuit","boys can suck real big ass sometimes "
"MadeofFierro","I need gay friends "
"Nahkeetuhh","Spring break is almost over... Time to go back to procrastination "
"tranceboy_johny","too sad Eric Tadla is not with us any more   #ASOT400"
"crazygeri","Dangit! I think I messed up that up hardcore  &lt;/3"
"MissLaura317","@januarycrimson I think I may head to bed then. Sadness.  I never go to bed this early. lol Ily &amp; the girlies! &lt;3 And our son James. ;)"
"pitz182","@JaviLovesPizza javi honestly i can't hear you "
"nathandkc","I want to sleep but something just keeps me awake "
"ameym21","@ttaasshhaa Essendon lost by 2 goals  Scores just came on the big screen here."
"Sailor_Venus10","@tiamat22580 I need you to fix my elliptical trainer, it squeaks "
"gppetro","Tomorrow I simply must do my anatomy &amp; physiology stuff &amp; attempt math  borinnggg"
"lyssadeeee","FML, actually just F the school part. I guess this means I won't get to go out tomorrow. "
"tinkerbelly913","@DonnieWahlberg Donnie where you at baby??? "
"countmystars","@girlmitzi srsly... sounds like something's wrong "
"MariselaB","@farre I went to BJs (like Costco) &amp; they had NOTHING I wanted &amp; walked out empty-handed.  Usually have luck there so I check there 1st. "
"loveivy","@lockedhearts but i love destroytwitter  whats the link for it?"
"Sassie2764","@mileycyrus Awehh  i hate it when i half to leave too! and my names ShannonMyleigh hahaha!"
"andy_scottish","wish i could sleep "
"Shiviland","@valentiinaa http://twitpic.com/3ktfr - YOU ARE GOING TO TEACH ME HOW TO PLAY GUITAR!!! Love you Valen, and Miss you "
"kelseymarie27","Packing up all her stuff to leave California and go back home in the morning "
"my_skittles","my twitter is messed up and it sucks in the bad way   --Katie"
"jiao_tu","egads the lag on #GoW2 is unbearable (rubber banding, delayed finishers) but sooo close to winning the match "
"ColumbusGeorgia","Aaaah...what a beautiful this was....I need to pay my cell bill...seeing its off  AIM Me: revesdoux09"
"jnthnchs","Rachael Yamagata- Duet, Augustana-Sweet and Low (acoustic), Mayday Parade- Miserable at Best...Oh me and my depressing music "
"g_sf","@alexfigueroa � My friend is at home  just texted her... ai' pa' l'otra"
"SirenSongTX","@IzzyJ_Is_Here oooohhhhhh sorry  is he a texan too?"
"Kicode","@suewaters  Map won't let me put myself  on it.  La Loche must be too small! "
"Tiffybabehh","I miss FelipeFace. "
"Brandeeee","@Esko Gamefly makes me sad.  I  usually only get the last game in my queue... which, obviously is the least desired. "
"BlondeBlogger","hate. my. laptop!!! hours to go through email it's so slow. i hardlly ever turn on tweetdeck, itunes, or visit blogs anymore b/c of it. "
"DOJEI0422","I am in love with someone who does not love me ...sucks! "
"StormClaudi","@IzzyJ_Is_Here haha yayyy! aw, lady i really hope you're not sad. that's no fun  just listen to calle ocho and dance dance dance! "
"Shiviland","@valentiinaa  Buu, Valen you can't diee! I want to hugg you!!!"
"Corky25","trying to wake up... soo tired. busy day again tomorow,,, "
"kerrrri","didnt do anything all weekend "
"startrek144","I am at work, looking at my calender and going bonkers "
"damiankoh","@euniqueflair But it's about $500.. I'm not sure if I can afford to spare that kind of money now. "
"ColumbusGeorgia","Aaaah...what a beautiful day this was....I need to pay my cell bill...seeing its off  AIM Me: revesdoux09"
"rhifreakx","thinking about gym. competition next week "
"_Jazzi3_","@marco_v I was there yesterday!! Didn't see u! "
"rockstarwant2b","Talking to John since I don't want to go to bed on my last night of spring break "
"philipdistefano","Why did @keithcarroll get this KPop song stuck in my head?  http://tinyurl.com/87dgqa"
"stxusvi","Rode so much today, I got blisters on my palms.  Need better gloves."
"Manji2501","bar hoppin over quick "
"bubbagurl","id give tha world to have my baby back "
"lleeann","set the alarm for 7.30am .. woke up at 11  now got exactly 24 hours until the exam..   hmmm "
"wilhelminawang","Don't want to do homework. Don't really want to do anything else either. Don't want to sleep either! ...I want to cuddle "
"MJihad","Listening to saturate in tears..  I miss my dad"
"CharleneVSmart","is back in Chch, oh yea!! Now to find a new flat  Have to move out, flatties moving in with boyfriend so I have to go ...... "
"jacervantes22","@home, hangover "
"baybeegurl425","sleep. goodnight. early sunday for me "
"neonsavior","Just got back from NYC. The city was fantastic. Buy the Yankees got slaughtered "
"DiegoChico","@twenty_3 LOL you ignored my Friday facebook status "
"GalinaMich","@pezz361356 Aaaah, sadly, not really no as there is a big chunk of it missing  What did you think of the final watch? x"
"blueeyedbanshee","Damn it battery in mp3 is dead no Dresden Dolls.   its all @zaldor's fault!"
"arvindbhateja","Bsnl broadband is down for more than 24 hrs now. "
"Clubkid86","@debwithanorah why ru not at wunderland???  "
"enamoredsoul","@edenrachael i guess there's a #readathon in april &amp; in october...guess ima have to participate in the one in October "
"Lovinhislight","http://twitpic.com/3kyzs - Wall Art! Lee-Ann helped me...but i'm noticing they don't stick very well. "
"theonlyamaris","There's a girl here who looks like Daisy from &quot;Rock of Love 2.&quot; Lol "
"Pogorz","my room is a fucking mess. also, I my sister's hamster died last night "
"Rac927","Not feeling well... "
"kylmock","my saturday night ended hella early...  Kyle = sad panda"
"terminaldan","All packed and ready to go - wake up time 4:30 am   BOO!!!"
"vanity_kills","@ibreathesbs mine was long and boring... just studying "
"wagonerhe","i wish you would've stayed in Boone this weekend "
"daedalus21","i have a cold  thanks to Montreal's stupid weather"
"luke_mtl","@maxpreusse aired 2006 "
"anissasmama","hanging with the hubby and my babygirl just watched the blazer game.. so sad "
"dorkscotch","i want my psp back. "
"alphielafray","my piercing is bleeding yet again..... "
"ed671","Trtying to get customer assistance at k-mart is very difficult.  apparently, no one really works here and they all just hang out."
"superflyloser","is soooooo itchyy "
"MsNetiaBaby","Laying down friggin mad. Didn even do anything this weekend. wanted ta party hardy &amp;&amp; drink bacardy. "
"sheenaLee8523","I hate that the queensboro bridge is under construction I have to be up for work again in less that 6 hrs  wtf"
"Natasha725","@TiaMowry oh, no fair i was lookin for her "
"stephensb","Me: &quot;Hey, what is that Barenaked Ladies song that I like that you don't?&quot; Her: ???  Me: "
"jadoon88","Whenever I start making something in PHP, I get bored in 2 or 3 days  I am so used to ASP.NET (That never gets me bored)"
"Beccsan","Homeeee from vacation..  knew it couldn't last forever."
"Cindyjoe","@ktcabral cause it's hecka moolaa  i hecka wanna to it duuude. what should i say to my mom?"
"hQremix","Bellys asploding.  had fun w/Patti 2nite. New verdict in my life.....&quot;I'm not gonna sit around &amp; wait 4 u anymore&quot; attachments fading..."
"CarlaRose","@bayouqueen I am sorry to hear of that "
"PoshGlamNat","@anandkarat Tom Papa is hilarious. He had his own sitcom at one point but it obv got cancelled "
"Peachiemoon","Omg i feel like a jerk! Great guy and all I can think of is Craigby "
"tomrob7581","Surprised that I am still awake here at work. Madonna fell off her horse "
"cvecchio","Just wants to find a good guy.... "
"HAILEY_wood","how do i put the pdf thingy on twitwall?  anyone? "
"blahblahRosh","@mattg00d I'm not the only one, then! dude i'm scared to sleep with my crazy dreams, BAHAH "
"randomcashew","haha i am sooo incredibly bored and i dont wanna go to bed. "
"beachpeach16","BACK!!  WERE OUT OF CHEESE BALLS"
"AbejitaLM","@aerosniac02 so im not your i dont count  so sad???"
"Briscoe_photo","up erly! lots to do! heavily sunburnt from yesterday "
"AnnaRichenda","Crashed out after a long week. My poor hubby not happy with how the Blazers did against Houston.   They'll do better next time."
"jewishjen","@dustygay fooooool I just saw @dachesterfrench tonight and wish yall could make it to the thurs show too "
"aandnota","@8bithack Sadly, I was really looking forward to Crimson Skies. It's also d/l'd orig. games that don't work. "
"msredmond","People who assume I drive and have my own way home are frequently mistaken. "
"jhonatansody","ugh gots to work tomorrow morning!!!   need to be up at five and ready to smile lol"
"benjamingates","So as a succesful land surveyor (10 years), both field and office, I have spent more time unemployed than employed in the last 6 months. "
"Teff95","watching Girls Next Door haha!!!nothing on TV "
"HannahRobertson","@AKSheridan @gt9 thanks! But I can't open it!  Some error keeps occuring"
"haypam","@alexbrunelle I wish I were in Pittsburgh to go to the Tech Fest "
"AmanduhhNicolee","I'm hungry and I want IHOP now!  Bullfuck!"
"lomobabes","@wahliaodotcom so no crab huh?hehe,anyways,i need to work now and pack my freaking room!!SO MESSY! "
"Mlss0","flight was cancelled  so far can't get out till tuesday "
"melaniejs","My parents got upgraded to a penthouse at their Vegas hotel. How come I never get any free hotel upgrades at check-in? "
"phillygrub","Still clubbin last call aint til 330 but i have hiccups already "
"aceworld","Lost my phone in yesterdays rockshow at PESIT  lost all my contacts my number ;'( oh my god"
"SDM_BLANK","damn some people just love to piss me off but im just gon let it go.... "
"veronica78","@Bia_Loves_NKOTB LOL haha i know right  wonder if @JonathanRKnight will do the butt dance in the summer"
